"","Request.id","Pickup.point","Driver.id","Status","Request.date","Request.time","Drop.date","Drop.time","Req_weekdays","Drop_weekdays","Req.hrs","drop.hrs","timeSlot","triptime","supply_demand"
"1691",4252,"City","178","Trip Completed","2016-07-14","06:05:14","2016-07-14","06:46:37","Thu","Thu",7,"06","Morning",41.3833333333333,"Supply Airport"
"1692",4646,"Airport","178","Trip Completed","2016-07-14","11:49:01","2016-07-14","12:55:56","Thu","Thu",12,"12","Afternoon",66.9166666666667,"Supply City"
"1693",5560,"Airport","178","Trip Completed","2016-07-15","05:35:45","2016-07-15","06:19:44","Fri","Fri",6,"06","Morning",43.9833333333333,"Supply City"
"1694",483,"City","179","Trip Completed","2016-07-11","09:26:00","2016-07-11","10:04:00","Mon","Mon",10,"10","Morning",38,"Supply Airport"
"1695",628,"Airport","179","Trip Completed","2016-07-11","12:19:00","2016-07-11","13:00:00","Mon","Mon",13,"13","Afternoon",41,"Supply City"
"1696",2285,"City","179","Trip Completed","2016-07-12","18:34:00","2016-07-12","19:14:00","Tue","Tue",19,"19","Late-evening",40,"Supply Airport"
"1697",4024,"Airport","179","Trip Completed","2016-07-13","00:06:34","2016-07-13","00:42:21","Wed","Wed",1,"00","Early Morning",35.7833333333333,"Supply City"
"1698",2952,"City","179","Trip Completed","2016-07-13","06:39:09","2016-07-13","07:56:00","Wed","Wed",7,"07","Morning",76.85,"Supply Airport"
"1699",4631,"Airport","179","Trip Completed","2016-07-14","11:16:57","2016-07-14","12:24:33","Thu","Thu",12,"12","Afternoon",67.6,"Supply City"
"1700",5200,"Airport","179","Trip Completed","2016-07-14","20:48:33","2016-07-14","21:38:17","Thu","Thu",21,"21","Late-evening",49.7333333333333,"Supply City"
"1701",5711,"City","179","Trip Completed","2016-07-15","07:40:48","2016-07-15","08:33:56","Fri","Fri",8,"08","Morning",53.1333333333333,"Supply Airport"
"1702",6399,"Airport","179","Trip Completed","2016-07-15","19:24:48","2016-07-15","20:01:58","Fri","Fri",20,"20","Late-evening",37.1666666666667,"Supply City"
"1703",6453,"City","179","Trip Completed","2016-07-15","20:06:18","2016-07-15","21:02:10","Fri","Fri",21,"21","Late-evening",55.8666666666667,"Supply Airport"
"1704",788,"City","180","Trip Completed","2016-07-11","16:53:00","2016-07-11","17:54:00","Mon","Mon",17,"17","Evening",61,"Supply Airport"
"1705",1550,"Airport","180","Trip Completed","2016-07-12","06:08:00","2016-07-12","07:14:00","Tue","Tue",7,"07","Morning",66,"Supply City"
"1706",2069,"Airport","180","Trip Completed","2016-07-12","15:20:00","2016-07-12","15:55:00","Tue","Tue",16,"15","Evening",35,"Supply City"
"1707",2593,"City","180","Trip Completed","2016-07-12","21:43:00","2016-07-12","22:35:00","Tue","Tue",22,"22","Late-evening",52,"Supply Airport"
"1708",2943,"City","180","Trip Completed","2016-07-13","06:41:04","2016-07-13","07:15:52","Wed","Wed",7,"07","Morning",34.8,"Supply Airport"
"1709",3649,"City","180","Trip Completed","2016-07-13","19:11:32","2016-07-13","20:21:31","Wed","Wed",20,"20","Late-evening",69.9833333333333,"Supply Airport"
"1710",3942,"Airport","180","Trip Completed","2016-07-13","22:36:27","2016-07-13","23:42:21","Wed","Wed",23,"23","Late-evening",65.9,"Supply City"
"1711",5512,"Airport","180","Trip Completed","2016-07-15","05:10:25","2016-07-15","05:42:24","Fri","Fri",6,"05","Morning",31.9833333333333,"Supply City"
"1712",5752,"City","180","Trip Completed","2016-07-15","08:02:05","2016-07-15","09:09:26","Fri","Fri",9,"09","Morning",67.35,"Supply Airport"
"1713",6362,"City","180","Trip Completed","2016-07-15","19:05:36","2016-07-15","19:49:02","Fri","Fri",20,"19","Late-evening",43.4333333333333,"Supply Airport"
"1714",1151,"Airport","181","Trip Completed","2016-07-11","20:40:00","2016-07-11","21:38:00","Mon","Mon",21,"21","Late-evening",58,"Supply City"
"1715",1812,"Airport","181","Trip Completed","2016-07-12","09:16:00","2016-07-12","10:09:00","Tue","Tue",10,"10","Morning",53,"Supply City"
"1716",1946,"Airport","181","Trip Completed","2016-07-12","11:28:00","2016-07-12","12:32:00","Tue","Tue",12,"12","Afternoon",64,"Supply City"
"1717",2646,"City","181","Trip Completed","2016-07-12","22:46:00","2016-07-12","23:45:00","Tue","Tue",23,"23","Late-evening",59,"Supply Airport"
"1718",3255,"Airport","181","Trip Completed","2016-07-13","10:10:00","2016-07-13","11:20:59","Wed","Wed",11,"11","Morning",70.9833333333333,"Supply City"
"1719",3431,"Airport","181","Trip Completed","2016-07-13","16:03:13","2016-07-13","16:46:54","Wed","Wed",17,"16","Evening",43.6833333333333,"Supply City"
"1720",3634,"City","181","Trip Completed","2016-07-13","19:00:49","2016-07-13","19:54:19","Wed","Wed",20,"19","Late-evening",53.5,"Supply Airport"
"1721",4592,"City","181","Trip Completed","2016-07-14","10:09:16","2016-07-14","10:38:27","Thu","Thu",11,"10","Morning",29.1833333333333,"Supply Airport"
"1722",5705,"City","181","Trip Completed","2016-07-15","07:32:41","2016-07-15","08:16:15","Fri","Fri",8,"08","Morning",43.5666666666667,"Supply Airport"
"1723",6056,"Airport","181","Trip Completed","2016-07-15","13:35:56","2016-07-15","14:02:50","Fri","Fri",14,"14","Afternoon",26.9,"Supply City"
"1724",325,"City","182","Trip Completed","2016-07-11","07:34:00","2016-07-11","08:44:00","Mon","Mon",8,"08","Morning",70,"Supply Airport"
"1725",1015,"City","182","Trip Completed","2016-07-11","19:15:00","2016-07-11","20:11:00","Mon","Mon",20,"20","Late-evening",56,"Supply Airport"
"1726",1308,"City","182","Trip Completed","2016-07-11","22:41:00","2016-07-11","23:54:00","Mon","Mon",23,"23","Late-evening",73,"Supply Airport"
"1727",1667,"City","182","Trip Completed","2016-07-12","07:42:00","2016-07-12","08:03:00","Tue","Tue",8,"08","Morning",21,"Supply Airport"
"1728",2436,"Airport","182","Trip Completed","2016-07-12","20:15:00","2016-07-12","20:46:00","Tue","Tue",21,"20","Late-evening",31,"Supply City"
"1729",2865,"City","182","Trip Completed","2016-07-13","05:42:33","2016-07-13","06:25:57","Wed","Wed",6,"06","Morning",43.4,"Supply Airport"
"1730",3397,"City","182","Trip Completed","2016-07-13","15:00:02","2016-07-13","15:58:30","Wed","Wed",16,"15","Evening",58.4666666666667,"Supply Airport"
"1731",4040,"Airport","182","Trip Completed","2016-07-14","00:38:21","2016-07-14","01:50:05","Thu","Thu",1,"01","Early Morning",71.7333333333333,"Supply City"
"1732",4094,"City","182","Trip Completed","2016-07-14","03:09:17","2016-07-14","03:44:55","Thu","Thu",4,"03","Early Morning",35.6333333333333,"Supply Airport"
"1733",4568,"Airport","182","Trip Completed","2016-07-14","09:50:59","2016-07-14","10:22:31","Thu","Thu",10,"10","Morning",31.5333333333333,"Supply City"
"1734",5105,"City","182","Trip Completed","2016-07-14","19:59:57","2016-07-14","20:37:28","Thu","Thu",20,"20","Late-evening",37.5166666666667,"Supply Airport"
"1735",573,"Airport","183","Trip Completed","2016-07-11","10:57:00","2016-07-11","11:30:00","Mon","Mon",11,"11","Morning",33,"Supply City"
"1736",789,"City","183","Trip Completed","2016-07-11","16:54:00","2016-07-11","17:36:00","Mon","Mon",17,"17","Evening",42,"Supply Airport"
"1737",1525,"City","183","Trip Completed","2016-07-12","05:48:00","2016-07-12","06:46:00","Tue","Tue",6,"06","Morning",58,"Supply Airport"
"1738",2786,"Airport","183","Trip Completed","2016-07-13","04:54:15","2016-07-13","05:34:02","Wed","Wed",5,"05","Early Morning",39.7833333333333,"Supply City"
"1739",3143,"Airport","183","Trip Completed","2016-07-13","08:52:45","2016-07-13","09:57:50","Wed","Wed",9,"09","Morning",65.0833333333333,"Supply City"
"1740",3917,"City","183","Trip Completed","2016-07-13","22:15:07","2016-07-13","23:23:04","Wed","Wed",23,"23","Late-evening",67.95,"Supply Airport"
"1741",4375,"City","183","Trip Completed","2016-07-14","07:38:26","2016-07-14","08:42:05","Thu","Thu",8,"08","Morning",63.65,"Supply Airport"
"1742",6345,"City","183","Trip Completed","2016-07-15","18:44:57","2016-07-15","19:57:43","Fri","Fri",19,"19","Late-evening",72.7666666666667,"Supply Airport"
"1743",169,"City","184","Trip Completed","2016-07-11","05:45:00","2016-07-11","06:48:00","Mon","Mon",6,"06","Morning",63,"Supply Airport"
"1744",537,"City","184","Trip Completed","2016-07-11","10:05:00","2016-07-11","10:57:00","Mon","Mon",11,"10","Morning",52,"Supply Airport"
"1745",682,"City","184","Trip Completed","2016-07-11","13:32:00","2016-07-11","14:19:00","Mon","Mon",14,"14","Afternoon",47,"Supply Airport"
"1746",1384,"City","184","Trip Completed","2016-07-12","01:15:00","2016-07-12","02:18:00","Tue","Tue",2,"02","Early Morning",63,"Supply Airport"
"1747",2167,"Airport","184","Trip Completed","2016-07-12","17:30:00","2016-07-12","18:30:00","Tue","Tue",18,"18","Late-evening",60,"Supply City"
"1748",2295,"City","184","Trip Completed","2016-07-12","18:48:00","2016-07-12","19:12:00","Tue","Tue",19,"19","Late-evening",24,"Supply Airport"
"1749",3109,"City","184","Trip Completed","2016-07-13","08:22:49","2016-07-13","09:18:31","Wed","Wed",9,"09","Morning",55.7,"Supply Airport"
"1750",3293,"City","184","Trip Completed","2016-07-13","11:18:02","2016-07-13","11:52:17","Wed","Wed",12,"11","Afternoon",34.25,"Supply Airport"
"1751",3444,"City","184","Trip Completed","2016-07-13","16:33:05","2016-07-13","17:49:15","Wed","Wed",17,"17","Evening",76.1666666666667,"Supply Airport"
"1752",3660,"Airport","184","Trip Completed","2016-07-13","19:22:51","2016-07-13","19:51:44","Wed","Wed",20,"19","Late-evening",28.8833333333333,"Supply City"
"1753",4693,"City","184","Trip Completed","2016-07-14","13:01:23","2016-07-14","14:10:11","Thu","Thu",14,"14","Afternoon",68.8,"Supply Airport"
"1754",5214,"Airport","184","Trip Completed","2016-07-14","20:59:09","2016-07-14","21:48:04","Thu","Thu",21,"21","Late-evening",48.9166666666667,"Supply City"
"1755",5570,"City","184","Trip Completed","2016-07-15","05:53:21","2016-07-15","06:17:39","Fri","Fri",6,"06","Morning",24.3,"Supply Airport"
"1756",6003,"Airport","184","Trip Completed","2016-07-15","12:09:01","2016-07-15","12:57:34","Fri","Fri",13,"12","Afternoon",48.55,"Supply City"
"1757",6663,"Airport","184","Trip Completed","2016-07-15","22:22:03","2016-07-15","23:03:25","Fri","Fri",23,"23","Late-evening",41.3666666666667,"Supply City"
"1758",616,"Airport","185","Trip Completed","2016-07-11","12:05:00","2016-07-11","12:48:00","Mon","Mon",13,"12","Afternoon",43,"Supply City"
"1759",1056,"City","185","Trip Completed","2016-07-11","19:49:00","2016-07-11","20:28:00","Mon","Mon",20,"20","Late-evening",39,"Supply Airport"
"1760",1903,"City","185","Trip Completed","2016-07-12","10:36:00","2016-07-12","11:32:00","Tue","Tue",11,"11","Morning",56,"Supply Airport"
"1761",2643,"City","185","Trip Completed","2016-07-12","22:37:00","2016-07-12","23:34:00","Tue","Tue",23,"23","Late-evening",57,"Supply Airport"
"1762",3291,"City","185","Trip Completed","2016-07-13","11:10:05","2016-07-13","12:31:07","Wed","Wed",12,"12","Afternoon",81.0333333333333,"Supply Airport"
"1763",3965,"Airport","185","Trip Completed","2016-07-13","22:50:47","2016-07-13","23:20:24","Wed","Wed",23,"23","Late-evening",29.6166666666667,"Supply City"
"1764",4007,"City","185","Trip Completed","2016-07-13","23:46:19","2016-07-14","00:23:39","Wed","Thu",24,"00","Late-evening",37.3333333333333,"Supply Airport"
"1765",4234,"City","185","Trip Completed","2016-07-14","05:59:10","2016-07-14","07:01:16","Thu","Thu",6,"07","Morning",62.1,"Supply Airport"
"1766",4388,"Airport","185","Trip Completed","2016-07-14","07:50:14","2016-07-14","08:48:46","Thu","Thu",8,"08","Morning",58.5333333333333,"Supply City"
"1767",4964,"City","185","Trip Completed","2016-07-14","18:34:51","2016-07-14","19:13:08","Thu","Thu",19,"19","Late-evening",38.2833333333333,"Supply Airport"
"1768",5544,"City","185","Trip Completed","2016-07-15","05:23:42","2016-07-15","05:56:52","Fri","Fri",6,"05","Morning",33.1666666666667,"Supply Airport"
"1769",6217,"City","185","Trip Completed","2016-07-15","17:33:50","2016-07-15","18:00:13","Fri","Fri",18,"18","Late-evening",26.3833333333333,"Supply Airport"
"1770",1345,"Airport","186","Trip Completed","2016-07-11","23:37:00","2016-07-12","00:09:00","Mon","Tue",24,"00","Late-evening",32,"Supply City"
"1771",1874,"Airport","186","Trip Completed","2016-07-12","09:56:00","2016-07-12","10:42:00","Tue","Tue",10,"10","Morning",46,"Supply City"
"1772",2413,"City","186","Trip Completed","2016-07-12","20:02:00","2016-07-12","21:16:00","Tue","Tue",21,"21","Late-evening",74,"Supply Airport"
"1773",3068,"City","186","Trip Completed","2016-07-13","07:59:50","2016-07-13","08:49:05","Wed","Wed",8,"08","Morning",49.25,"Supply Airport"
"1774",3452,"City","186","Trip Completed","2016-07-13","16:52:55","2016-07-13","17:25:52","Wed","Wed",17,"17","Evening",32.95,"Supply Airport"
"1775",4031,"City","186","Trip Completed","2016-07-14","00:22:54","2016-07-14","00:55:13","Thu","Thu",1,"00","Early Morning",32.3166666666667,"Supply Airport"
"1776",4438,"Airport","186","Trip Completed","2016-07-14","08:27:23","2016-07-14","09:12:29","Thu","Thu",9,"09","Morning",45.1,"Supply City"
"1777",5521,"Airport","186","Trip Completed","2016-07-15","05:19:12","2016-07-15","06:27:48","Fri","Fri",6,"06","Morning",68.6,"Supply City"
"1778",5832,"City","186","Trip Completed","2016-07-15","09:00:26","2016-07-15","09:55:12","Fri","Fri",10,"09","Morning",54.7666666666667,"Supply Airport"
"1779",5990,"Airport","186","Trip Completed","2016-07-15","11:43:12","2016-07-15","12:40:49","Fri","Fri",12,"12","Afternoon",57.6166666666667,"Supply City"
"1780",6254,"City","186","Trip Completed","2016-07-15","17:57:37","2016-07-15","18:50:37","Fri","Fri",18,"18","Late-evening",53,"Supply Airport"
"1781",320,"City","187","Trip Completed","2016-07-11","07:32:00","2016-07-11","08:44:00","Mon","Mon",8,"08","Morning",72,"Supply Airport"
"1782",717,"City","187","Trip Completed","2016-07-11","14:52:00","2016-07-11","15:46:00","Mon","Mon",15,"15","Evening",54,"Supply Airport"
"1783",2074,"City","187","Trip Completed","2016-07-12","15:32:00","2016-07-12","16:24:00","Tue","Tue",16,"16","Evening",52,"Supply Airport"
"1784",4576,"Airport","187","Trip Completed","2016-07-14","09:57:29","2016-07-14","11:13:05","Thu","Thu",10,"11","Morning",75.6,"Supply City"
"1785",5503,"City","187","Trip Completed","2016-07-15","05:11:38","2016-07-15","06:01:35","Fri","Fri",6,"06","Morning",49.95,"Supply Airport"
"1786",173,"City","188","Trip Completed","2016-07-11","05:45:00","2016-07-11","06:30:00","Mon","Mon",6,"06","Morning",45,"Supply Airport"
"1787",698,"City","188","Trip Completed","2016-07-11","14:00:00","2016-07-11","14:49:00","Mon","Mon",15,"14","Evening",49,"Supply Airport"
"1788",2039,"Airport","188","Trip Completed","2016-07-12","14:29:00","2016-07-12","15:18:00","Tue","Tue",15,"15","Evening",49,"Supply City"
"1789",2467,"Airport","188","Trip Completed","2016-07-12","20:34:00","2016-07-12","21:41:00","Tue","Tue",21,"21","Late-evening",67,"Supply City"
"1790",2676,"Airport","188","Trip Completed","2016-07-12","23:53:00","2016-07-13","00:26:55","Tue","Wed",24,"00","Late-evening",33.9166666666667,"Supply City"
"1791",3038,"City","188","Trip Completed","2016-07-13","07:37:29","2016-07-13","08:33:39","Wed","Wed",8,"08","Morning",56.1666666666667,"Supply Airport"
"1792",4003,"Airport","188","Trip Completed","2016-07-13","23:40:51","2016-07-14","00:38:46","Wed","Thu",24,"00","Late-evening",57.9166666666667,"Supply City"
"1793",4126,"City","188","Trip Completed","2016-07-14","04:40:41","2016-07-14","05:53:29","Thu","Thu",5,"05","Early Morning",72.8,"Supply Airport"
"1794",4611,"City","188","Trip Completed","2016-07-14","10:34:17","2016-07-14","11:19:06","Thu","Thu",11,"11","Morning",44.8166666666667,"Supply Airport"
"1795",4975,"City","188","Trip Completed","2016-07-14","18:42:37","2016-07-14","19:18:51","Thu","Thu",19,"19","Late-evening",36.2333333333333,"Supply Airport"
"1796",5664,"City","188","Trip Completed","2016-07-15","07:03:01","2016-07-15","07:46:59","Fri","Fri",8,"07","Morning",43.9666666666667,"Supply Airport"
"1797",6006,"Airport","188","Trip Completed","2016-07-15","12:17:49","2016-07-15","13:25:21","Fri","Fri",13,"13","Afternoon",67.5333333333333,"Supply City"
"1798",6329,"City","188","Trip Completed","2016-07-15","18:43:35","2016-07-15","19:36:59","Fri","Fri",19,"19","Late-evening",53.4,"Supply Airport"
"1799",2779,"Airport","189","Trip Completed","2016-07-13","04:46:08","2016-07-13","05:41:19","Wed","Wed",5,"05","Early Morning",55.1833333333333,"Supply City"
"1800",4216,"Airport","189","Trip Completed","2016-07-14","05:38:23","2016-07-14","06:36:36","Thu","Thu",6,"06","Morning",58.2166666666667,"Supply City"
"1801",4711,"Airport","189","Trip Completed","2016-07-14","13:18:22","2016-07-14","13:56:11","Thu","Thu",14,"13","Afternoon",37.8166666666667,"Supply City"
"1802",4825,"City","189","Trip Completed","2016-07-14","17:22:06","2016-07-14","18:17:49","Thu","Thu",18,"18","Late-evening",55.7166666666667,"Supply Airport"
"1803",6175,"City","189","Trip Completed","2016-07-15","16:55:44","2016-07-15","17:49:26","Fri","Fri",17,"17","Evening",53.7,"Supply Airport"
"1804",2445,"City","190","Trip Completed","2016-07-12","20:18:00","2016-07-12","21:04:00","Tue","Tue",21,"21","Late-evening",46,"Supply Airport"
"1805",2714,"Airport","190","Trip Completed","2016-07-13","01:52:50","2016-07-13","02:51:32","Wed","Wed",2,"02","Early Morning",58.7,"Supply City"
"1806",3089,"Airport","190","Trip Completed","2016-07-13","08:11:13","2016-07-13","08:53:42","Wed","Wed",9,"08","Morning",42.4833333333333,"Supply City"
"1807",3462,"Airport","190","Trip Completed","2016-07-13","17:10:30","2016-07-13","17:52:31","Wed","Wed",18,"17","Late-evening",42.0166666666667,"Supply City"
"1808",4462,"Airport","190","Trip Completed","2016-07-14","08:40:30","2016-07-14","09:22:57","Thu","Thu",9,"09","Morning",42.45,"Supply City"
"1809",4698,"City","190","Trip Completed","2016-07-14","13:07:35","2016-07-14","14:13:30","Thu","Thu",14,"14","Afternoon",65.9166666666667,"Supply Airport"
"1810",5098,"Airport","190","Trip Completed","2016-07-14","19:50:28","2016-07-14","20:27:04","Thu","Thu",20,"20","Late-evening",36.6,"Supply City"
"1811",6711,"City","190","Trip Completed","2016-07-15","23:07:06","2016-07-16","00:11:21","Fri","Sat",24,"00","Late-evening",64.25,"Supply Airport"
"1812",146,"Airport","191","Trip Completed","2016-07-11","05:29:00","2016-07-11","06:08:00","Mon","Mon",6,"06","Morning",39,"Supply City"
"1813",652,"Airport","191","Trip Completed","2016-07-11","12:43:00","2016-07-11","13:29:00","Mon","Mon",13,"13","Afternoon",46,"Supply City"
"1814",1947,"Airport","191","Trip Completed","2016-07-12","11:33:00","2016-07-12","12:09:00","Tue","Tue",12,"12","Afternoon",36,"Supply City"
"1815",2236,"Airport","191","Trip Completed","2016-07-12","18:16:00","2016-07-12","19:07:00","Tue","Tue",19,"19","Late-evening",51,"Supply City"
"1816",3393,"City","191","Trip Completed","2016-07-13","14:42:19","2016-07-13","15:58:37","Wed","Wed",15,"15","Evening",76.3,"Supply Airport"
"1817",4577,"Airport","191","Trip Completed","2016-07-14","09:54:17","2016-07-14","10:58:21","Thu","Thu",10,"10","Morning",64.0666666666667,"Supply City"
"1818",4932,"City","191","Trip Completed","2016-07-14","18:17:33","2016-07-14","18:53:49","Thu","Thu",19,"18","Late-evening",36.2666666666667,"Supply Airport"
"1819",5419,"City","191","Trip Completed","2016-07-15","02:01:30","2016-07-15","02:34:12","Fri","Fri",3,"02","Early Morning",32.7,"Supply Airport"
"1820",5766,"City","191","Trip Completed","2016-07-15","08:19:48","2016-07-15","09:18:32","Fri","Fri",9,"09","Morning",58.7333333333333,"Supply Airport"
"1821",6261,"Airport","191","Trip Completed","2016-07-15","18:07:05","2016-07-15","19:07:36","Fri","Fri",19,"19","Late-evening",60.5166666666667,"Supply City"
"1822",800,"Airport","192","Trip Completed","2016-07-11","17:13:00","2016-07-11","17:56:00","Mon","Mon",18,"17","Late-evening",43,"Supply City"
"1823",1484,"Airport","192","Trip Completed","2016-07-12","05:19:00","2016-07-12","05:55:00","Tue","Tue",6,"05","Morning",36,"Supply City"
"1824",1989,"Airport","192","Trip Completed","2016-07-12","12:30:00","2016-07-12","13:01:00","Tue","Tue",13,"13","Afternoon",31,"Supply City"
"1825",3850,"Airport","192","Trip Completed","2016-07-13","21:27:22","2016-07-13","22:05:11","Wed","Wed",22,"22","Late-evening",37.8166666666667,"Supply City"
"1826",4441,"City","192","Trip Completed","2016-07-14","08:32:09","2016-07-14","09:19:29","Thu","Thu",9,"09","Morning",47.3333333333333,"Supply Airport"
"1827",4783,"Airport","192","Trip Completed","2016-07-14","16:34:22","2016-07-14","17:21:26","Thu","Thu",17,"17","Evening",47.0666666666667,"Supply City"
"1828",392,"Airport","193","Trip Completed","2016-07-11","08:23:00","2016-07-11","09:10:00","Mon","Mon",9,"09","Morning",47,"Supply City"
"1829",653,"City","193","Trip Completed","2016-07-11","12:47:00","2016-07-11","13:53:00","Mon","Mon",13,"13","Afternoon",66,"Supply Airport"
"1830",1283,"City","193","Trip Completed","2016-07-11","22:09:00","2016-07-11","23:18:00","Mon","Mon",23,"23","Late-evening",69,"Supply Airport"
"1831",1860,"City","193","Trip Completed","2016-07-12","09:55:00","2016-07-12","10:32:00","Tue","Tue",10,"10","Morning",37,"Supply Airport"
"1832",1910,"Airport","193","Trip Completed","2016-07-12","10:41:00","2016-07-12","11:27:00","Tue","Tue",11,"11","Morning",46,"Supply City"
"1833",2259,"Airport","193","Trip Completed","2016-07-12","18:30:00","2016-07-12","19:36:00","Tue","Tue",19,"19","Late-evening",66,"Supply City"
"1834",2752,"Airport","193","Trip Completed","2016-07-13","03:37:35","2016-07-13","04:19:45","Wed","Wed",4,"04","Early Morning",42.1666666666667,"Supply City"
"1835",3385,"City","193","Trip Completed","2016-07-13","14:33:34","2016-07-13","15:21:25","Wed","Wed",15,"15","Evening",47.85,"Supply Airport"
"1836",4915,"Airport","193","Trip Completed","2016-07-14","18:12:32","2016-07-14","19:07:04","Thu","Thu",19,"19","Late-evening",54.5333333333333,"Supply City"
"1837",5957,"Airport","193","Trip Completed","2016-07-15","10:46:03","2016-07-15","11:26:56","Fri","Fri",11,"11","Morning",40.8833333333333,"Supply City"
"1838",5992,"City","193","Trip Completed","2016-07-15","11:54:17","2016-07-15","12:39:52","Fri","Fri",12,"12","Afternoon",45.5833333333333,"Supply Airport"
"1839",6160,"Airport","193","Trip Completed","2016-07-15","16:30:16","2016-07-15","17:39:38","Fri","Fri",17,"17","Evening",69.3666666666667,"Supply City"
"1840",21,"Airport","194","Trip Completed","2016-07-11","01:29:00","2016-07-11","02:05:00","Mon","Mon",2,"02","Early Morning",36,"Supply City"
"1841",106,"City","194","Trip Completed","2016-07-11","05:06:00","2016-07-11","05:38:00","Mon","Mon",6,"05","Morning",32,"Supply Airport"
"1842",512,"Airport","194","Trip Completed","2016-07-11","09:47:00","2016-07-11","10:55:00","Mon","Mon",10,"10","Morning",68,"Supply City"
"1843",760,"City","194","Trip Completed","2016-07-11","16:16:00","2016-07-11","16:54:00","Mon","Mon",17,"16","Evening",38,"Supply Airport"
"1844",1098,"City","194","Trip Completed","2016-07-11","20:15:00","2016-07-11","21:03:00","Mon","Mon",21,"21","Late-evening",48,"Supply Airport"
"1845",1314,"Airport","194","Trip Completed","2016-07-11","22:44:00","2016-07-11","23:51:00","Mon","Mon",23,"23","Late-evening",67,"Supply City"
"1846",2746,"Airport","194","Trip Completed","2016-07-13","03:14:15","2016-07-13","04:00:42","Wed","Wed",4,"04","Early Morning",46.45,"Supply City"
"1847",3140,"Airport","194","Trip Completed","2016-07-13","08:48:42","2016-07-13","09:41:31","Wed","Wed",9,"09","Morning",52.8166666666667,"Supply City"
"1848",3314,"City","194","Trip Completed","2016-07-13","12:06:57","2016-07-13","12:50:35","Wed","Wed",13,"12","Afternoon",43.6333333333333,"Supply Airport"
"1849",4157,"Airport","194","Trip Completed","2016-07-14","05:04:53","2016-07-14","05:32:44","Thu","Thu",6,"05","Morning",27.85,"Supply City"
"1850",5340,"Airport","194","Trip Completed","2016-07-14","22:32:15","2016-07-14","23:44:30","Thu","Thu",23,"23","Late-evening",72.25,"Supply City"
"1851",6257,"Airport","194","Trip Completed","2016-07-15","18:03:39","2016-07-15","19:04:43","Fri","Fri",19,"19","Late-evening",61.0666666666667,"Supply City"
"1852",564,"Airport","195","Trip Completed","2016-07-11","10:20:00","2016-07-11","11:23:00","Mon","Mon",11,"11","Morning",63,"Supply City"
"1853",1271,"Airport","195","Trip Completed","2016-07-11","22:00:00","2016-07-11","22:38:00","Mon","Mon",23,"22","Late-evening",38,"Supply City"
"1854",1647,"Airport","195","Trip Completed","2016-07-12","07:13:00","2016-07-12","07:51:00","Tue","Tue",8,"07","Morning",38,"Supply City"
"1855",2767,"Airport","195","Trip Completed","2016-07-13","04:07:13","2016-07-13","04:59:15","Wed","Wed",5,"04","Early Morning",52.0333333333333,"Supply City"
"1856",3646,"Airport","195","Trip Completed","2016-07-13","19:11:00","2016-07-13","19:48:13","Wed","Wed",20,"19","Late-evening",37.2166666666667,"Supply City"
"1857",4865,"Airport","195","Trip Completed","2016-07-14","17:37:10","2016-07-14","18:57:28","Thu","Thu",18,"18","Late-evening",80.3,"Supply City"
"1858",6055,"Airport","195","Trip Completed","2016-07-15","13:35:34","2016-07-15","14:32:22","Fri","Fri",14,"14","Afternoon",56.8,"Supply City"
"1859",6679,"Airport","195","Trip Completed","2016-07-15","22:26:08","2016-07-15","23:08:05","Fri","Fri",23,"23","Late-evening",41.95,"Supply City"
"1860",283,"Airport","196","Trip Completed","2016-07-11","07:01:00","2016-07-11","07:32:00","Mon","Mon",8,"07","Morning",31,"Supply City"
"1861",489,"City","196","Trip Completed","2016-07-11","09:29:00","2016-07-11","10:21:00","Mon","Mon",10,"10","Morning",52,"Supply Airport"
"1862",1559,"Airport","196","Trip Completed","2016-07-12","06:09:00","2016-07-12","06:53:00","Tue","Tue",7,"06","Morning",44,"Supply City"
"1863",2545,"Airport","196","Trip Completed","2016-07-12","21:20:00","2016-07-12","21:53:00","Tue","Tue",22,"21","Late-evening",33,"Supply City"
"1864",3333,"City","196","Trip Completed","2016-07-13","12:35:14","2016-07-13","13:41:52","Wed","Wed",13,"13","Afternoon",66.6333333333333,"Supply Airport"
"1865",4037,"Airport","196","Trip Completed","2016-07-14","00:32:45","2016-07-14","01:17:01","Thu","Thu",1,"01","Early Morning",44.2666666666667,"Supply City"
"1866",4578,"Airport","196","Trip Completed","2016-07-14","09:59:09","2016-07-14","11:03:54","Thu","Thu",10,"11","Morning",64.75,"Supply City"
"1867",4664,"City","196","Trip Completed","2016-07-14","12:23:06","2016-07-14","12:58:01","Thu","Thu",13,"12","Afternoon",34.9166666666667,"Supply Airport"
"1868",4756,"City","196","Trip Completed","2016-07-14","15:20:35","2016-07-14","16:23:03","Thu","Thu",16,"16","Evening",62.4666666666667,"Supply Airport"
"1869",5843,"Airport","196","Trip Completed","2016-07-15","09:10:25","2016-07-15","09:36:13","Fri","Fri",10,"09","Morning",25.8,"Supply City"
"1870",6045,"City","196","Trip Completed","2016-07-15","13:19:25","2016-07-15","14:00:39","Fri","Fri",14,"14","Afternoon",41.2333333333333,"Supply Airport"
